Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,segment
2243,18,Male,Skirt,Clothing,66,M,Orange,Spring,3.8,No,PayPal,Next Day Air,No,No,5,Credit Card,Bi-Weekly,1
2244,56,Male,Shirt,Clothing,21,M,Teal,Winter,3.7,No,Cash,2-Day Shipping,No,No,13,Debit Card,Annually,1
2245,35,Male,Shorts,Clothing,37,M,Gold,Summer,4.8,No,Credit Card,2-Day Shipping,No,No,22,PayPal,Annually,1
2246,49,Male,Socks,Clothing,90,L,Gray,Fall,4.9,No,Venmo,Free Shipping,No,No,45,PayPal,Fortnightly,1
2247,49,Male,Jacket,Outerwear,96,M,Cyan,Fall,4.3,No,Cash,Store Pickup,No,No,39,PayPal,Every 3 Months,1
2248,34,Male,Jewelry,Accessories,37,L,Teal,Summer,4.4,No,PayPal,Next Day Air,No,No,18,Venmo,Annually,1
2249,63,Male,T-shirt,Clothing,66,M,Violet,Winter,3.4,No,Cash,Free Shipping,No,No,19,PayPal,Fortnightly,1
2250,42,Male,Gloves,Accessories,45,XL,Indigo,Spring,4.3,No,Bank Transfer,Next Day Air,No,No,29,Debit Card,Weekly,1
2251,41,Male,Shoes,Footwear,89,L,Pink,Summer,4.6,No,Venmo,Store Pickup,No,No,19,Credit Card,Weekly,0
2252,26,Male,Shoes,Footwear,94,L,Gold,Fall,3.8,No,PayPal,Free Shipping,No,No,22,Debit Card,Monthly,0
2253,48,Male,Shoes,Footwear,96,S,Maroon,Summer,3.9,No,Venmo,Express,No,No,21,Bank Transfer,Annually,0
2254,62,Male,Hoodie,Clothing,31,M,Brown,Spring,2.6,No,Credit Card,Store Pickup,No,No,22,PayPal,Monthly,1
2255,24,Male,Belt,Accessories,79,M,Gold,Winter,4.2,No,Venmo,Store Pickup,No,No,44,PayPal,Every 3 Months,1
2256,48,Male,Coat,Outerwear,39,L,Teal,Spring,4.6,No,Venmo,Store Pickup,No,No,42,Bank Transfer,Quarterly,1
2257,31,Male,Blouse,Clothing,22,M,Turquoise,Fall,5.0,No,Debit Card,Standard,No,No,33,Credit Card,Quarterly,1
2258,41,Male,Skirt,Clothing,32,L,Olive,Fall,4.2,No,PayPal,Standard,No,No,6,Bank Transfer,Annually,1
2259,24,Male,T-shirt,Clothing,71,L,Cyan,Winter,4.3,No,Bank Transfer,Store Pickup,No,No,44,Credit Card,Every 3 Months,1
2260,60,Male,Jeans,Clothing,96,XL,Beige,Spring,3.3,No,Venmo,Free Shipping,No,No,24,Cash,Annually,1
2261,38,Male,Scarf,Accessories,82,M,Blue,Fall,4.9,No,Venmo,Express,No,No,16,PayPal,Quarterly,1
2262,58,Male,Backpack,Accessories,76,L,Gold,Spring,4.4,No,Cash,Standard,No,No,12,Bank Transfer,Fortnightly,1
2263,53,Male,Backpack,Accessories,22,M,Green,Winter,3.1,No,Venmo,2-Day Shipping,No,No,50,PayPal,Monthly,1
2264,44,Male,Scarf,Accessories,40,XL,Green,Winter,3.5,No,PayPal,Store Pickup,No,No,42,Cash,Quarterly,1
2265,51,Male,Hat,Accessories,92,M,Turquoise,Summer,3.9,No,Bank Transfer,2-Day Shipping,No,No,50,PayPal,Monthly,1
2266,36,Male,Coat,Outerwear,94,XL,Yellow,Fall,3.9,No,Bank Transfer,Store Pickup,No,No,10,PayPal,Quarterly,1
2267,20,Male,Dress,Clothing,44,M,Yellow,Fall,4.3,No,Bank Transfer,Store Pickup,No,No,32,Debit Card,Weekly,1
2268,32,Male,Gloves,Accessories,49,S,Blue,Spring,3.8,No,Venmo,Express,No,No,37,Venmo,Weekly,1
2269,66,Male,Sweater,Clothing,26,L,Charcoal,Spring,2.7,No,Credit Card,2-Day Shipping,No,No,15,Bank Transfer,Monthly,1
2270,49,Male,Skirt,Clothing,38,M,Yellow,Fall,4.4,No,Credit Card,Store Pickup,No,No,27,Credit Card,Annually,1
2271,27,Male,Blouse,Clothing,72,L,Purple,Spring,3.5,No,Debit Card,Express,No,No,7,Venmo,Weekly,1
2272,29,Male,Dress,Clothing,99,M,Green,Summer,3.4,No,Cash,Free Shipping,No,No,49,PayPal,Quarterly,1
2273,29,Male,Jacket,Outerwear,38,L,Charcoal,Spring,4.0,No,Venmo,Standard,No,No,44,PayPal,Monthly,1
2274,55,Male,Coat,Outerwear,96,L,Silver,Winter,4.8,No,Credit Card,Express,No,No,13,PayPal,Bi-Weekly,1
2275,57,Male,Dress,Clothing,27,L,Turquoise,Spring,4.5,No,Cash,Next Day Air,No,No,38,PayPal,Fortnightly,1
2276,29,Male,Shorts,Clothing,24,M,Gray,Winter,4.4,No,PayPal,Standard,No,No,10,Debit Card,Weekly,1
2277,31,Male,Jeans,Clothing,82,L,Red,Summer,4.1,No,Bank Transfer,2-Day Shipping,No,No,25,Debit Card,Weekly,1
2278,25,Male,Hat,Accessories,56,M,Beige,Summer,4.6,No,Bank Transfer,Next Day Air,No,No,18,Credit Card,Quarterly,1
2279,61,Male,Gloves,Accessories,25,M,Maroon,Fall,3.8,No,Cash,Store Pickup,No,No,6,Cash,Every 3 Months,1
2280,53,Male,Sneakers,Footwear,67,L,Indigo,Spring,2.9,No,Bank Transfer,Free Shipping,No,No,35,Bank Transfer,Quarterly,0
2281,22,Male,Shoes,Footwear,21,M,Red,Summer,2.8,No,Bank Transfer,Standard,No,No,31,Credit Card,Fortnightly,0
2282,28,Male,Hoodie,Clothing,27,XL,Maroon,Summer,3.0,No,Bank Transfer,Store Pickup,No,No,41,Bank Transfer,Annually,1
2283,18,Male,Sneakers,Footwear,97,S,Red,Fall,4.2,No,Debit Card,2-Day Shipping,No,No,8,Credit Card,Annually,0
2284,44,Male,Handbag,Accessories,45,S,Black,Winter,4.1,No,Cash,Free Shipping,No,No,34,Credit Card,Fortnightly,1
2285,32,Male,Blouse,Clothing,63,XL,Black,Fall,4.1,No,Cash,Express,No,No,20,Venmo,Annually,1
2286,34,Male,Belt,Accessories,100,L,Pink,Summer,4.6,No,Cash,2-Day Shipping,No,No,38,PayPal,Every 3 Months,1
2287,67,Male,Socks,Clothing,38,L,Blue,Spring,2.5,No,PayPal,Store Pickup,No,No,35,Venmo,Quarterly,1
2288,66,Male,Blouse,Clothing,45,L,Green,Summer,3.0,No,PayPal,Store Pickup,No,No,6,Debit Card,Annually,1
2289,28,Male,Jewelry,Accessories,91,M,Orange,Fall,3.8,No,Credit Card,Next Day Air,No,No,50,PayPal,Weekly,1
2290,70,Male,Shorts,Clothing,82,M,Orange,Fall,4.1,No,PayPal,Free Shipping,No,No,47,Venmo,Weekly,1
2291,37,Male,Boots,Footwear,48,L,Magenta,Winter,3.3,No,Venmo,Standard,No,No,23,PayPal,Quarterly,0
2292,28,Male,Coat,Outerwear,30,M,Indigo,Spring,5.0,No,PayPal,2-Day Shipping,No,No,13,Credit Card,Quarterly,1
2293,43,Male,T-shirt,Clothing,34,S,Beige,Spring,3.8,No,Debit Card,Next Day Air,No,No,31,Debit Card,Monthly,1
2294,37,Male,Sweater,Clothing,68,L,Green,Fall,3.3,No,PayPal,Express,No,No,16,Debit Card,Every 3 Months,1
2295,54,Male,Sunglasses,Accessories,95,M,Red,Winter,5.0,No,Venmo,Express,No,No,40,Debit Card,Annually,1
2296,50,Male,Hat,Accessories,22,L,Beige,Spring,2.9,No,Credit Card,2-Day Shipping,No,No,45,PayPal,Quarterly,1
2297,46,Male,Gloves,Accessories,88,M,Green,Fall,2.5,No,PayPal,Next Day Air,No,No,50,Venmo,Every 3 Months,1
2298,60,Male,Socks,Clothing,83,M,Orange,Summer,4.7,No,PayPal,Standard,No,No,1,Bank Transfer,Quarterly,1
2299,40,Male,Handbag,Accessories,87,L,Cyan,Spring,2.9,No,PayPal,2-Day Shipping,No,No,10,Cash,Every 3 Months,1
2300,64,Male,Coat,Outerwear,57,M,Violet,Summer,3.7,No,Debit Card,Store Pickup,No,No,48,Credit Card,Every 3 Months,1
2301,18,Male,Coat,Outerwear,88,XL,Lavender,Summer,4.4,No,Venmo,2-Day Shipping,No,No,38,Credit Card,Monthly,1
2302,37,Male,Pants,Clothing,20,L,Turquoise,Winter,2.9,No,Debit Card,Next Day Air,No,No,21,Debit Card,Annually,1
2303,36,Male,Belt,Accessories,39,L,Pink,Summer,3.6,No,Cash,Store Pickup,No,No,38,Venmo,Monthly,1
2304,51,Male,Sunglasses,Accessories,71,S,Beige,Spring,4.8,No,Bank Transfer,2-Day Shipping,No,No,31,Credit Card,Fortnightly,1
2305,26,Male,Hoodie,Clothing,73,L,Silver,Winter,4.7,No,Bank Transfer,Free Shipping,No,No,9,Debit Card,Fortnightly,1
2306,68,Male,Handbag,Accessories,63,M,Gold,Summer,2.6,No,Cash,Free Shipping,No,No,47,Cash,Weekly,1
2307,27,Male,Gloves,Accessories,78,L,Silver,Winter,3.4,No,Cash,Standard,No,No,8,Cash,Bi-Weekly,1
2308,28,Male,Skirt,Clothing,96,L,Green,Fall,3.5,No,Bank Transfer,Next Day Air,No,No,30,Debit Card,Annually,1
2309,49,Male,Sunglasses,Accessories,81,M,Teal,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,No,22,Bank Transfer,Quarterly,1
2310,70,Male,Dress,Clothing,95,S,Gold,Fall,5.0,No,Cash,2-Day Shipping,No,No,3,Bank Transfer,Quarterly,1
2311,30,Male,Gloves,Accessories,68,M,Cyan,Spring,4.6,No,Credit Card,Standard,No,No,15,PayPal,Monthly,1
2312,27,Male,Sneakers,Footwear,28,L,Gold,Spring,4.8,No,PayPal,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months,0
2313,19,Male,T-shirt,Clothing,30,L,Violet,Summer,3.7,No,PayPal,Free Shipping,No,No,19,Cash,Every 3 Months,1
2314,64,Male,Dress,Clothing,31,M,Black,Summer,4.7,No,Venmo,Next Day Air,No,No,36,Bank Transfer,Fortnightly,1
2315,42,Male,Handbag,Accessories,95,XL,Brown,Winter,4.4,No,Venmo,Express,No,No,12,Bank Transfer,Every 3 Months,1
2316,69,Male,Socks,Clothing,79,M,Indigo,Winter,3.5,No,Cash,2-Day Shipping,No,No,49,Debit Card,Quarterly,1
2317,28,Male,Sneakers,Footwear,39,L,Yellow,Winter,3.8,No,Credit Card,Standard,No,No,7,Debit Card,Annually,0
2318,47,Male,Jacket,Outerwear,34,M,Purple,Summer,4.7,No,Debit Card,Next Day Air,No,No,28,Bank Transfer,Monthly,1
2319,69,Male,Hoodie,Clothing,28,L,White,Spring,3.1,No,PayPal,Store Pickup,No,No,30,Credit Card,Annually,1
2320,56,Male,Sandals,Footwear,38,XL,Turquoise,Winter,5.0,No,Debit Card,Free Shipping,No,No,29,PayPal,Monthly,0
2321,28,Male,Shoes,Footwear,55,M,Olive,Spring,3.7,No,Credit Card,Free Shipping,No,No,9,Debit Card,Every 3 Months,0
2322,50,Male,Sandals,Footwear,31,M,Beige,Winter,3.0,No,PayPal,Next Day Air,No,No,27,Debit Card,Fortnightly,0
2323,39,Male,Coat,Outerwear,84,S,Lavender,Spring,4.5,No,Cash,Store Pickup,No,No,21,Venmo,Fortnightly,1
2324,35,Male,Gloves,Accessories,93,L,White,Winter,4.7,No,Bank Transfer,Express,No,No,36,Credit Card,Monthly,1
2325,59,Male,Coat,Outerwear,28,L,Brown,Winter,3.5,No,Debit Card,Free Shipping,No,No,19,Debit Card,Annually,1
2326,44,Male,Boots,Footwear,55,M,Charcoal,Summer,4.4,No,Debit Card,2-Day Shipping,No,No,47,Cash,Weekly,0
2327,66,Male,Skirt,Clothing,63,L,Maroon,Winter,2.6,No,Cash,Standard,No,No,38,Bank Transfer,Annually,1
2328,20,Male,Skirt,Clothing,94,M,Red,Winter,4.2,No,Credit Card,2-Day Shipping,No,No,22,Venmo,Bi-Weekly,1
2329,45,Male,Pants,Clothing,36,M,Maroon,Fall,2.6,No,Credit Card,Express,No,No,29,Venmo,Bi-Weekly,1
2330,49,Male,Hat,Accessories,97,S,Teal,Spring,4.8,No,Venmo,Free Shipping,No,No,42,Bank Transfer,Annually,1
2331,60,Male,Backpack,Accessories,63,L,Orange,Summer,2.9,No,Venmo,Store Pickup,No,No,47,PayPal,Every 3 Months,1
2332,61,Male,Scarf,Accessories,77,S,Olive,Spring,4.3,No,Credit Card,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly,1
2333,36,Male,Scarf,Accessories,53,XL,Olive,Fall,2.6,No,Credit Card,Store Pickup,No,No,10,Venmo,Monthly,1
2334,33,Male,Shirt,Clothing,77,M,Beige,Spring,3.8,No,Cash,Next Day Air,No,No,1,PayPal,Every 3 Months,1
2335,49,Male,Boots,Footwear,79,L,Green,Summer,4.2,No,Credit Card,Standard,No,No,7,Credit Card,Monthly,0
2336,31,Male,Coat,Outerwear,37,M,Black,Summer,3.9,No,Venmo,Store Pickup,No,No,10,Venmo,Fortnightly,1
2337,19,Male,Belt,Accessories,94,M,Green,Winter,3.1,No,Cash,Free Shipping,No,No,11,Credit Card,Weekly,1
2338,39,Male,Boots,Footwear,76,S,Violet,Fall,3.6,No,PayPal,Store Pickup,No,No,5,Cash,Annually,0
2339,66,Male,Sneakers,Footwear,68,S,Silver,Fall,4.0,No,PayPal,Express,No,No,21,PayPal,Quarterly,0
2340,25,Male,Shirt,Clothing,65,L,Maroon,Spring,3.4,No,Cash,Next Day Air,No,No,24,Bank Transfer,Quarterly,1
2341,63,Male,Blouse,Clothing,24,M,Cyan,Summer,2.6,No,Venmo,Standard,No,No,37,Credit Card,Fortnightly,1
2342,56,Male,Jacket,Outerwear,31,L,Teal,Summer,4.5,No,Cash,Express,No,No,22,Venmo,Every 3 Months,1
2343,20,Male,Skirt,Clothing,89,M,Olive,Fall,4.9,No,Credit Card,Standard,No,No,16,Debit Card,Fortnightly,1
2344,58,Male,Socks,Clothing,49,M,Red,Summer,4.4,No,Venmo,2-Day Shipping,No,No,44,PayPal,Monthly,1
2345,34,Male,Sandals,Footwear,92,XL,Lavender,Fall,3.5,No,Credit Card,Express,No,No,14,Venmo,Bi-Weekly,0
2346,28,Male,T-shirt,Clothing,32,S,Orange,Winter,3.3,No,Bank Transfer,Express,No,No,23,Bank Transfer,Every 3 Months,1
2347,22,Male,Jacket,Outerwear,67,L,Brown,Winter,3.1,No,Bank Transfer,Standard,No,No,46,Debit Card,Fortnightly,1
2348,37,Male,Belt,Accessories,64,S,Gray,Fall,4.2,No,Credit Card,Express,No,No,46,Cash,Every 3 Months,1
2349,54,Male,Shoes,Footwear,84,M,Orange,Spring,4.9,No,PayPal,Next Day Air,No,No,16,PayPal,Every 3 Months,0
2350,65,Male,Blouse,Clothing,34,M,Orange,Fall,3.9,No,Venmo,Standard,No,No,40,Credit Card,Every 3 Months,1
2351,57,Male,Shoes,Footwear,26,M,Turquoise,Winter,4.2,No,Bank Transfer,Free Shipping,No,No,21,Cash,Annually,0
2352,38,Male,Sweater,Clothing,50,S,Cyan,Fall,4.9,No,Credit Card,Store Pickup,No,No,25,PayPal,Bi-Weekly,1
2353,70,Male,Boots,Footwear,46,M,Yellow,Fall,2.8,No,Credit Card,Store Pickup,No,No,25,Bank Transfer,Quarterly,0
2354,56,Male,Handbag,Accessories,71,M,White,Fall,4.1,No,Credit Card,Standard,No,No,25,Debit Card,Every 3 Months,1
2355,56,Male,Blouse,Clothing,78,M,Blue,Summer,4.8,No,Cash,Next Day Air,No,No,27,Venmo,Monthly,1
2356,22,Male,Skirt,Clothing,35,S,Purple,Winter,4.1,No,PayPal,Next Day Air,No,No,12,Cash,Monthly,1
2357,57,Male,Backpack,Accessories,58,M,Gray,Summer,3.0,No,Bank Transfer,Free Shipping,No,No,27,Debit Card,Quarterly,1
2358,53,Male,Shirt,Clothing,67,L,Cyan,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly,1
2359,53,Male,Sweater,Clothing,93,L,Pink,Spring,3.8,No,Bank Transfer,Standard,No,No,38,Credit Card,Quarterly,1
2360,19,Male,Scarf,Accessories,81,S,Gold,Spring,3.3,No,Venmo,2-Day Shipping,No,No,44,Bank Transfer,Every 3 Months,1
2361,49,Male,Handbag,Accessories,80,L,Silver,Fall,4.7,No,Debit Card,2-Day Shipping,No,No,27,Venmo,Every 3 Months,1
2362,44,Male,Scarf,Accessories,64,M,Gray,Spring,4.3,No,Cash,2-Day Shipping,No,No,30,Credit Card,Every 3 Months,1
2363,27,Male,Jeans,Clothing,41,M,Brown,Fall,2.7,No,Venmo,Standard,No,No,24,Credit Card,Monthly,1
2364,60,Male,Socks,Clothing,79,XL,Pink,Winter,4.2,No,PayPal,Express,No,No,38,Cash,Bi-Weekly,1
2365,62,Male,Sunglasses,Accessories,60,L,Maroon,Winter,4.2,No,Credit Card,Free Shipping,No,No,4,PayPal,Quarterly,1
2366,52,Male,Sneakers,Footwear,91,S,Peach,Winter,2.5,No,Cash,Next Day Air,No,No,32,Venmo,Monthly,0
2367,30,Male,Shoes,Footwear,66,L,Brown,Winter,3.6,No,PayPal,Express,No,No,32,Credit Card,Fortnightly,0
2368,66,Male,Socks,Clothing,85,L,Green,Winter,3.4,No,Bank Transfer,Standard,No,No,28,Bank Transfer,Bi-Weekly,1
2369,29,Male,Sunglasses,Accessories,38,M,Lavender,Summer,3.3,No,Credit Card,Standard,No,No,6,Debit Card,Every 3 Months,1
2370,24,Male,Sweater,Clothing,23,M,Cyan,Winter,4.6,No,Debit Card,Standard,No,No,24,PayPal,Monthly,1
2371,51,Male,Shoes,Footwear,71,M,Black,Spring,3.9,No,Debit Card,Store Pickup,No,No,38,Venmo,Weekly,0
2372,67,Male,Socks,Clothing,25,M,Charcoal,Winter,3.7,No,PayPal,Next Day Air,No,No,28,Debit Card,Annually,1
2373,50,Male,Boots,Footwear,39,XL,Silver,Spring,3.1,No,Debit Card,Express,No,No,9,PayPal,Fortnightly,0
2374,37,Male,Hoodie,Clothing,20,M,Gray,Spring,4.9,No,Bank Transfer,Express,No,No,21,Debit Card,Every 3 Months,1
2375,69,Male,Gloves,Accessories,73,L,Peach,Winter,4.7,No,Cash,Standard,No,No,31,Debit Card,Monthly,1
2376,60,Male,Backpack,Accessories,63,L,Peach,Fall,2.9,No,PayPal,Next Day Air,No,No,18,Credit Card,Quarterly,1
2377,21,Male,Gloves,Accessories,94,XL,Cyan,Spring,4.1,No,Venmo,Express,No,No,5,Cash,Weekly,1
2378,44,Male,Blouse,Clothing,94,L,Magenta,Fall,4.0,No,Venmo,Next Day Air,No,No,22,Cash,Annually,1
2379,26,Male,Scarf,Accessories,71,L,Teal,Summer,2.7,No,Debit Card,Store Pickup,No,No,37,PayPal,Bi-Weekly,1
2380,40,Male,Hat,Accessories,77,M,Peach,Spring,4.0,No,Credit Card,2-Day Shipping,No,No,22,Debit Card,Monthly,1
2381,41,Male,Scarf,Accessories,66,M,Black,Fall,2.5,No,Credit Card,Next Day Air,No,No,36,PayPal,Fortnightly,1
2382,62,Male,Sandals,Footwear,23,M,Teal,Summer,4.5,No,Bank Transfer,Free Shipping,No,No,23,PayPal,Annually,0
2383,39,Male,Sweater,Clothing,60,M,Turquoise,Spring,3.9,No,Debit Card,Express,No,No,44,Debit Card,Weekly,1
2384,53,Male,Backpack,Accessories,72,L,Gold,Spring,4.9,No,Cash,2-Day Shipping,No,No,25,Bank Transfer,Annually,1
2385,24,Male,Blouse,Clothing,35,L,Green,Winter,3.3,No,Debit Card,2-Day Shipping,No,No,40,PayPal,Quarterly,1
2386,41,Male,Scarf,Accessories,31,M,Brown,Fall,3.8,No,Venmo,Express,No,No,12,PayPal,Weekly,1
2387,19,Male,Socks,Clothing,33,L,Blue,Summer,2.9,No,Credit Card,Standard,No,No,14,Venmo,Monthly,1
2388,36,Male,Hat,Accessories,95,M,Gold,Summer,4.0,No,Credit Card,2-Day Shipping,No,No,14,Debit Card,Monthly,1
2389,21,Male,Dress,Clothing,68,M,Peach,Fall,4.1,No,Credit Card,Store Pickup,No,No,10,Debit Card,Annually,1
2390,25,Male,Coat,Outerwear,87,M,Violet,Spring,3.1,No,Cash,Store Pickup,No,No,17,Bank Transfer,Every 3 Months,1
2391,65,Male,Shirt,Clothing,64,XL,Yellow,Winter,4.6,No,Debit Card,Express,No,No,24,Debit Card,Fortnightly,1
2392,42,Male,Shirt,Clothing,74,M,Black,Winter,4.6,No,PayPal,Next Day Air,No,No,31,Bank Transfer,Quarterly,1
2393,40,Male,Jeans,Clothing,62,L,Silver,Spring,2.6,No,Cash,2-Day Shipping,No,No,36,Cash,Annually,1
2394,58,Male,Socks,Clothing,97,M,Brown,Winter,5.0,No,Debit Card,2-Day Shipping,No,No,38,PayPal,Every 3 Months,1
2395,40,Male,Sandals,Footwear,47,L,Peach,Fall,2.9,No,Cash,2-Day Shipping,No,No,23,Debit Card,Fortnightly,0
2396,62,Male,Blouse,Clothing,83,M,Cyan,Winter,3.5,No,Debit Card,2-Day Shipping,No,No,47,PayPal,Bi-Weekly,1
2397,38,Male,Shirt,Clothing,82,M,Olive,Spring,3.7,No,Credit Card,2-Day Shipping,No,No,20,Venmo,Weekly,1
2398,37,Male,Sunglasses,Accessories,26,L,Black,Fall,2.9,No,Bank Transfer,Store Pickup,No,No,41,Venmo,Monthly,1
2399,65,Male,Jacket,Outerwear,81,M,Orange,Winter,4.3,No,PayPal,Free Shipping,No,No,44,Bank Transfer,Fortnightly,1
2400,55,Male,Dress,Clothing,44,L,Beige,Spring,3.2,No,Debit Card,Store Pickup,No,No,31,Cash,Monthly,1
2401,43,Male,Sunglasses,Accessories,88,M,Peach,Winter,4.2,No,PayPal,Next Day Air,No,No,11,Credit Card,Bi-Weekly,1
2402,43,Male,Boots,Footwear,76,M,Pink,Winter,4.2,No,Cash,Standard,No,No,25,PayPal,Bi-Weekly,0
2403,45,Male,Scarf,Accessories,89,M,Brown,Winter,3.8,No,PayPal,Free Shipping,No,No,31,Cash,Weekly,1
2404,64,Male,Shorts,Clothing,22,M,Magenta,Fall,4.4,No,Bank Transfer,Standard,No,No,40,Debit Card,Weekly,1
2405,28,Male,Shorts,Clothing,33,L,Cyan,Winter,3.1,No,Venmo,2-Day Shipping,No,No,23,Credit Card,Bi-Weekly,1
2406,69,Male,Jeans,Clothing,97,XL,Silver,Fall,5.0,No,Venmo,Standard,No,No,5,Debit Card,Quarterly,1
2407,54,Male,Scarf,Accessories,57,M,Indigo,Winter,4.7,No,Venmo,Standard,No,No,26,PayPal,Weekly,1
2408,52,Male,Shorts,Clothing,38,M,Beige,Summer,3.0,No,Credit Card,Express,No,No,11,Credit Card,Bi-Weekly,1
2409,23,Male,Sneakers,Footwear,55,XL,Black,Fall,4.2,No,PayPal,Next Day Air,No,No,44,Debit Card,Every 3 Months,0
2410,26,Male,Jewelry,Accessories,37,L,Yellow,Spring,3.0,No,Credit Card,Store Pickup,No,No,47,Cash,Every 3 Months,1
2411,48,Male,Shoes,Footwear,43,M,Maroon,Summer,3.7,No,Venmo,Free Shipping,No,No,46,PayPal,Monthly,0
2412,49,Male,Hoodie,Clothing,96,M,Cyan,Summer,2.7,No,Debit Card,Free Shipping,No,No,35,Cash,Every 3 Months,1
2413,53,Male,Jacket,Outerwear,51,M,Pink,Winter,4.3,No,Debit Card,2-Day Shipping,No,No,8,Bank Transfer,Bi-Weekly,1
2414,69,Male,Shorts,Clothing,95,XL,Violet,Fall,2.7,No,Bank Transfer,2-Day Shipping,No,No,30,Bank Transfer,Weekly,1
2415,26,Male,Socks,Clothing,26,M,Lavender,Summer,3.7,No,PayPal,Next Day Air,No,No,14,Credit Card,Bi-Weekly,1
2416,21,Male,Coat,Outerwear,34,XL,Lavender,Fall,4.3,No,Cash,Standard,No,No,30,Bank Transfer,Weekly,1
2417,59,Male,Sandals,Footwear,83,S,Black,Summer,4.0,No,Cash,Next Day Air,No,No,26,Credit Card,Every 3 Months,0
2418,21,Male,Backpack,Accessories,24,M,Olive,Fall,3.3,No,Bank Transfer,Standard,No,No,32,Venmo,Fortnightly,1
2419,22,Male,Pants,Clothing,69,S,Indigo,Fall,4.0,No,Bank Transfer,Next Day Air,No,No,47,Cash,Every 3 Months,1
2420,26,Male,Sweater,Clothing,40,M,Blue,Fall,2.7,No,Venmo,Next Day Air,No,No,11,Credit Card,Every 3 Months,1
2421,41,Male,Jacket,Outerwear,87,S,Green,Winter,4.2,No,PayPal,Free Shipping,No,No,28,PayPal,Annually,1
2422,37,Male,Sneakers,Footwear,46,L,Pink,Spring,4.6,No,PayPal,Standard,No,No,2,Debit Card,Every 3 Months,0
2423,30,Male,Jewelry,Accessories,82,M,Peach,Winter,4.8,No,Credit Card,Store Pickup,No,No,45,Credit Card,Weekly,1
2424,49,Male,Backpack,Accessories,81,M,Purple,Summer,2.8,No,PayPal,Free Shipping,No,No,7,Credit Card,Every 3 Months,1
2425,49,Male,Jewelry,Accessories,57,M,Peach,Winter,4.5,No,Debit Card,Next Day Air,No,No,28,Bank Transfer,Bi-Weekly,1
2426,58,Male,Shoes,Footwear,49,S,Olive,Summer,3.0,No,Venmo,2-Day Shipping,No,No,34,Bank Transfer,Quarterly,0
2427,70,Male,Jacket,Outerwear,42,M,Olive,Fall,4.6,No,Venmo,Free Shipping,No,No,26,Debit Card,Every 3 Months,1
2428,27,Male,Jacket,Outerwear,26,M,Purple,Spring,3.3,No,Debit Card,Standard,No,No,45,Cash,Quarterly,1
2429,65,Male,T-shirt,Clothing,38,M,Violet,Spring,4.4,No,PayPal,Next Day Air,No,No,34,Debit Card,Annually,1
2430,57,Male,Sneakers,Footwear,57,XL,Maroon,Summer,4.4,No,PayPal,Standard,No,No,47,Credit Card,Fortnightly,0
2431,20,Male,Jacket,Outerwear,100,XL,White,Summer,4.3,No,Cash,Express,No,No,42,Cash,Quarterly,1
2432,34,Male,Hoodie,Clothing,73,S,Olive,Fall,3.4,No,Cash,Express,No,No,27,Bank Transfer,Every 3 Months,1
2433,59,Male,Jacket,Outerwear,66,M,Peach,Winter,2.8,No,PayPal,Store Pickup,No,No,43,Venmo,Monthly,1
2434,54,Male,T-shirt,Clothing,73,M,Blue,Spring,3.4,No,Cash,Standard,No,No,16,Cash,Bi-Weekly,1
2435,36,Male,Gloves,Accessories,45,M,Brown,Spring,5.0,No,Cash,Store Pickup,No,No,40,Credit Card,Monthly,1
2436,21,Male,Sneakers,Footwear,27,S,Black,Fall,4.5,No,Cash,Free Shipping,No,No,29,Cash,Bi-Weekly,0
2437,52,Male,T-shirt,Clothing,24,M,Yellow,Fall,2.7,No,Credit Card,Store Pickup,No,No,38,Credit Card,Quarterly,1
2438,43,Male,Sneakers,Footwear,59,XL,Magenta,Winter,3.4,No,Credit Card,Store Pickup,No,No,34,Credit Card,Weekly,0
2439,32,Male,Jeans,Clothing,20,S,Cyan,Winter,3.4,No,Cash,Express,No,No,30,Venmo,Weekly,1
2440,55,Male,Handbag,Accessories,44,M,Maroon,Summer,2.8,No,Cash,Standard,No,No,45,Bank Transfer,Annually,1
2441,31,Male,Socks,Clothing,90,M,Red,Spring,4.7,No,Bank Transfer,Standard,No,No,47,Bank Transfer,Annually,1
2442,45,Male,Jewelry,Accessories,36,M,Black,Fall,4.7,No,Credit Card,Free Shipping,No,No,5,Credit Card,Monthly,1
2443,53,Male,Blouse,Clothing,95,L,Violet,Winter,4.7,No,PayPal,Free Shipping,No,No,50,Debit Card,Bi-Weekly,1
2444,24,Male,Backpack,Accessories,30,M,Green,Spring,3.4,No,Venmo,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly,1
2445,47,Male,Scarf,Accessories,65,S,Gold,Fall,3.7,No,Cash,Express,No,No,15,Debit Card,Bi-Weekly,1
